City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
291,Cascais,PT,2021-03-29 00:36:34,38.6979,-9.4215,64.99,59,0,6.91
292,Blairmore,CA,2021-03-29 00:37:13,49.6,-114.4353,39.2,100,99,2.3
293,Tombouctou,ML,2021-03-29 00:37:13,20.0,-3.0,73.99,7,0,9.6
294,Bukene,TZ,2021-03-29 00:37:14,-4.2333,32.8833,63.05,90,100,3.02
295,Ahar,IR,2021-03-29 00:33:23,38.4774,47.0699,34.29,85,90,5.1
296,Kuryk,KZ,2021-03-29 00:37:15,43.2,51.65,43.61,82,99,8.23
297,Mount Gambier,AU,2021-03-29 00:37:15,-37.8333,140.7667,62.6,77,90,5.75
298,Ostashkov,RU,2021-03-29 00:33:11,57.1467,33.1075,34.03,93,100,6.4
299,Celestun,MX,2021-03-29 00:37:15,20.8667,-90.4,78.78,80,9,21.18
300,Marawi,PH,2021-03-29 00:37:16,7.9986,124.2928,81.0,82,86,5.01
301,Okato,NZ,2021-03-29 00:37:16,-39.2,173.8833,69.01,91,33,10.0
302,Alta Floresta,BR,2021-03-29 00:37:16,-9.8756,-56.0861,71.83,94,99,1.54
303,Belle Glade,US,2021-03-29 00:34:15,26.6845,-80.6676,78.01,78,72,1.01
304,Katherine,AU,2021-03-29 00:35:17,-14.4667,132.2667,84.2,70,0,4.61
305,Astoria,US,2021-03-29 00:37:17,46.1879,-123.8313,44.6,70,75,21.85
306,Mineiros,BR,2021-03-29 00:37:18,-17.5694,-52.5511,68.81,65,5,1.95
307,Toumodi,CI,2021-03-29 00:37:18,6.5613,-5.0158,77.0,94,0,4.23
308,Palembang,ID,2021-03-29 00:37:18,-2.9167,104.7458,77.0,94,20,0.63
309,Nicoya,CR,2021-03-29 00:34:21,10.1483,-85.452,84.2,45,0,21.85
310,Tibiao,PH,2021-03-29 00:37:19,11.2915,122.0354,84.22,66,75,2.77
311,Saldanha,ZA,2021-03-29 00:37:19,-33.0117,17.9442,64.4,59,100,3.44
312,Wuwei,CN,2021-03-29 00:37:20,37.9281,102.6414,49.06,35,100,3.06
313,Los Llanos De Aridane,ES,2021-03-29 00:37:20,28.6585,-17.9182,64.4,72,75,4.61
314,Abu Dhabi,AE,2021-03-29 00:37:21,24.4667,54.3667,73.4,68,0,9.22
315,Krusevac,RS,2021-03-29 00:37:21,43.58,21.3339,41.0,65,0,2.3
316,Esperance,AU,2021-03-29 00:37:21,-33.8667,121.9,77.0,44,0,16.11
317,Rovaniemi,FI,2021-03-29 00:37:22,66.5,25.7167,33.8,100,90,6.91
318,Salinas,US,2021-03-29 00:33:14,36.6777,-121.6555,62.6,51,1,9.22
319,Lasa,IT,2021-03-29 00:37:22,46.6166,10.7002,46.0,64,0,4.61
320,George Town,MY,2021-03-29 00:33:07,5.4112,100.3354,81.0,94,20,3.44
321,Cidreira,BR,2021-03-29 00:37:23,-30.1811,-50.2056,72.07,85,0,5.03
322,Batagay-Alyta,RU,2021-03-29 00:35:43,67.8006,130.4114,6.37,73,84,2.44
323,Rafai,CF,2021-03-29 00:37:23,4.95,23.9167,68.61,42,0,2.8
324,Aswan,EG,2021-03-29 00:37:23,24.0934,32.907,60.42,32,0,14.58
325,Lavrentiya,RU,2021-03-29 00:37:24,65.5833,-171.0,14.52,91,100,21.23
326,Chagoda,RU,2021-03-29 00:37:24,59.164,35.3285,29.86,96,59,5.93
327,Mandalgovi,MN,2021-03-29 00:37:25,45.7625,106.2708,34.9,28,0,7.45
328,Nioro,GM,2021-03-29 00:37:25,13.35,-15.75,75.0,36,0,7.38
329,Rumoi,JP,2021-03-29 00:37:25,43.9344,141.6428,46.56,93,93,10.6
330,Saint-Pierre,RE,2021-03-29 00:37:26,-21.3393,55.4781,77.0,73,2,6.91
331,The Valley,AI,2021-03-29 00:36:12,18.217,-63.0578,79.0,83,40,13.8
332,Powell River,CA,2021-03-29 00:37:27,49.8496,-124.5361,48.2,53,75,32.21
333,Sinjai,ID,2021-03-29 00:37:27,-5.1241,120.253,79.83,79,100,2.35
334,Bossangoa,CF,2021-03-29 00:37:27,6.4926,17.4552,75.24,63,7,1.95
335,Ballina,AU,2021-03-29 00:37:28,-28.8667,153.5667,77.0,73,75,12.66
336,Dharchula,IN,2021-03-29 00:37:28,29.85,80.5333,59.36,40,23,6.35
337,Bilibino,RU,2021-03-29 00:37:28,68.0546,166.4372,-3.08,85,91,3.13
338,Kaduqli,SD,2021-03-29 00:37:29,11.0167,29.7167,74.64,12,0,16.02
339,College,US,2021-03-29 00:37:29,64.8569,-147.8028,19.99,45,90,8.05
340,Naze,JP,2021-03-29 00:37:30,28.3667,129.4833,69.8,83,75,5.75
341,Stevens Point,US,2021-03-29 00:37:30,44.5236,-89.5746,39.99,47,1,3.44
342,Maceio,BR,2021-03-29 00:37:31,-9.6658,-35.7353,75.2,100,75,2.3
343,Nanortalik,GL,2021-03-29 00:34:58,60.1432,-45.2371,21.63,69,0,19.17
344,Mabaruma,GY,2021-03-29 00:37:31,8.2,-59.7833,73.33,98,99,5.12
345,Kutahya,TR,2021-03-29 00:37:17,39.4242,29.9833,28.4,93,0,3.44
346,Santiago Del Estero,AR,2021-03-29 00:37:32,-27.7951,-64.2615,66.29,54,0,6.31
347,Chicama,PE,2021-03-29 00:37:32,-7.8447,-79.1469,73.17,71,47,5.48
348,Sinnamary,GF,2021-03-29 00:37:33,5.3833,-52.95,77.85,84,97,12.93
349,Coquimbo,CL,2021-03-29 00:35:13,-29.9533,-71.3436,57.2,82,0,5.75
350,Mercedes,AR,2021-03-29 00:37:33,-34.6515,-59.4307,66.0,94,13,1.99
351,Camana,PE,2021-03-29 00:37:34,-16.6228,-72.7111,71.26,83,83,5.77
352,Cam Ranh,VN,2021-03-29 00:37:34,11.9214,109.1591,77.0,78,0,2.3
353,Bac Lieu,VN,2021-03-29 00:37:34,9.285,105.7244,82.8,71,100,10.4
354,Isla Mujeres,MX,2021-03-29 00:37:35,21.2311,-86.731,80.6,78,40,10.36
355,Vestmannaeyjar,IS,2021-03-29 00:37:35,63.4427,-20.2734,34.16,73,100,19.15
356,Port Moresby,PG,2021-03-29 00:37:36,-9.4431,147.1797,87.8,74,40,10.36
357,Norrtalje,SE,2021-03-29 00:33:06,59.758,18.705,41.0,93,75,11.5
358,Aniche,FR,2021-03-29 00:37:37,50.33,3.2535,46.99,65,22,9.73
359,Castro,BR,2021-03-29 00:37:37,-24.7911,-50.0119,63.41,92,15,4.21
360,Atyrau,KZ,2021-03-29 00:37:37,47.1167,51.8833,32.0,100,40,4.47
361,Bilhaur,IN,2021-03-29 00:37:38,26.85,80.0833,74.89,16,0,6.46
362,Morant Bay,JM,2021-03-29 00:37:38,17.8815,-76.4093,82.4,51,20,21.85
363,Vernon,CA,2021-03-29 00:37:38,50.2581,-119.2691,52.0,35,100,9.22
364,Chifeng,CN,2021-03-29 00:33:12,42.2683,118.9636,43.25,19,90,18.86
365,Belaya Gora,RU,2021-03-29 00:37:39,68.5333,146.4167,6.82,86,52,4.05
366,Puebla,MX,2021-03-29 00:37:39,18.8333,-98.0,69.8,37,75,16.11
367,Uruzgan,AF,2021-03-29 00:37:40,32.8333,66.0,53.69,30,0,5.64
368,Noumea,NC,2021-03-29 00:36:06,-22.2763,166.4572,86.0,62,40,12.66
369,Matagami,CA,2021-03-29 00:37:40,49.7502,-77.6328,26.6,93,90,23.02
370,Quimper,FR,2021-03-29 00:37:40,48.0,-4.1,48.2,100,90,3.44
371,La Ronge,CA,2021-03-29 00:37:41,55.1001,-105.2842,41.0,60,100,4.61
372,Turukhansk,RU,2021-03-29 00:37:41,65.8167,87.9833,-6.11,99,100,3.98
373,Nederland,US,2021-03-29 00:37:42,29.9744,-93.9924,57.2,82,20,5.75
374,Tongliao,CN,2021-03-29 00:37:42,43.6125,122.2653,44.1,31,0,23.69
375,Riyadh,SA,2021-03-29 00:37:43,24.6877,46.7219,62.6,20,0,6.91
376,Songjianghe,CN,2021-03-29 00:37:43,42.1859,127.479,36.82,58,99,13.76
377,Ambon,ID,2021-03-29 00:37:44,-3.6954,128.1814,82.4,78,20,2.3
378,Gejiu,CN,2021-03-29 00:37:44,23.306,103.1635,63.07,35,4,5.06
379,Kasulu,TZ,2021-03-29 00:37:45,-4.5767,30.1025,63.18,86,100,1.68
380,Praya,CV,2021-03-29 00:36:38,14.9215,-23.5087,68.0,73,20,23.02
381,Cabo San Lucas,MX,2021-03-29 00:37:45,22.8909,-109.9124,77.0,29,40,17.27
382,Malakal,SS,2021-03-29 00:37:46,9.5334,31.6605,80.83,14,0,8.46
383,Kungurtug,RU,2021-03-29 00:37:46,50.5994,97.5228,27.52,74,100,1.52
384,Plettenberg Bay,ZA,2021-03-29 00:37:47,-34.0527,23.3716,63.39,72,100,5.55
385,Kidal,ML,2021-03-29 00:37:47,18.4411,1.4078,70.97,12,0,11.63
386,Mahajanga,MG,2021-03-29 00:37:47,-15.7167,46.3167,75.2,88,20,4.61
387,Carutapera,BR,2021-03-29 00:37:48,-1.195,-46.02,75.67,93,56,5.5
388,Lamar,US,2021-03-29 00:37:48,33.6668,-95.5836,64.4,29,1,9.22
389,Taoudenni,ML,2021-03-29 00:34:35,22.6783,-3.9836,77.4,7,17,12.17
390,North Bend,US,2021-03-29 00:33:09,43.4065,-124.2243,48.99,87,90,13.8
391,Kharp,RU,2021-03-29 00:37:49,66.8014,65.8081,-7.85,99,50,4.16
392,Qujing,CN,2021-03-29 00:37:49,25.4833,103.7833,60.01,34,15,3.0
393,Yulara,AU,2021-03-29 00:37:50,-25.2406,130.9889,78.8,36,0,14.97
394,Pontianak,ID,2021-03-29 00:37:50,-0.0333,109.3333,75.2,100,75,2.86
395,Verkhnyaya Inta,RU,2021-03-29 00:37:51,65.9811,60.3094,0.73,99,70,4.0
396,Luebo,CD,2021-03-29 00:37:51,-5.35,21.4167,69.98,95,95,1.14
397,Itarema,BR,2021-03-29 00:37:51,-2.9248,-39.9167,76.53,85,6,4.81
398,Ballater,GB,2021-03-29 00:37:52,57.0493,-3.0402,55.0,67,100,8.01
399,Solnechnyy,RU,2021-03-29 00:37:52,50.7214,136.6319,32.94,86,100,6.91
400,Benjamin Aceval,PY,2021-03-29 00:37:52,-24.9667,-57.5667,71.6,78,75,4.61
401,Itaquyry,PY,2021-03-29 00:37:53,-24.9333,-55.2167,71.6,94,75,3.44
402,Khunti,IN,2021-03-29 00:37:53,23.0833,85.2833,69.8,52,0,4.07
403,Santa Cruz,BO,2021-03-29 00:36:28,-17.8,-63.1667,73.4,64,75,6.91
404,Pimentel,PE,2021-03-29 00:37:53,-6.8367,-79.9342,71.6,78,0,17.27
405,Sungaipenuh,ID,2021-03-29 00:37:54,-2.0833,101.3833,66.56,96,100,0.49
406,Kudahuvadhoo,MV,2021-03-29 00:37:54,2.6708,72.8944,80.56,78,100,10.71
407,Ostersund,SE,2021-03-29 00:37:55,63.1792,14.6357,33.01,93,99,8.05
408,Saint-Augustin,CA,2021-03-29 00:37:40,51.226,-58.6502,5.18,90,61,0.63
409,Rio Grande,BR,2021-03-29 00:37:55,-32.035,-52.0986,64.99,96,95,7.54
410,Toamasina,MG,2021-03-29 00:33:04,-18.1667,49.3833,73.4,94,40,5.75
411,Krasnogvardeyskiy,RU,2021-03-29 00:37:56,57.3793,62.3195,26.33,88,93,8.63
412,Iranshahr,IR,2021-03-29 00:37:57,27.2025,60.6848,75.2,20,88,4.61
413,Sainte-Anne-Des-Monts,CA,2021-03-29 00:37:57,49.124,-66.4924,32.0,69,100,16.11
414,Port-Cartier,CA,2021-03-29 00:37:57,50.0334,-66.8654,27.0,93,100,11.5
415,Dunda,TZ,2021-03-29 00:37:58,-8.1167,34.25,63.12,97,100,1.36
416,Kapurthala,IN,2021-03-29 00:37:58,31.3794,75.3847,75.2,60,20,12.66
417,Kolokani,ML,2021-03-29 00:37:58,13.5728,-8.0339,81.46,16,51,9.24
418,Schladming,AT,2021-03-29 00:37:59,47.3929,13.687,30.99,85,85,3.62
419,Gazanjyk,TM,2021-03-29 00:37:59,39.2446,55.5154,42.82,76,2,1.83
420,Paamiut,GL,2021-03-29 00:37:59,61.994,-49.6678,5.95,80,32,8.48
421,Ostrovnoy,RU,2021-03-29 00:38:00,68.0531,39.5131,35.71,98,94,12.26
422,Guanica,PR,2021-03-29 00:38:00,17.9716,-66.908,75.99,1,0,3.0
423,Torrijos,ES,2021-03-29 00:38:01,39.9819,-4.2835,57.2,38,0,4.61
424,Shumskiy,RU,2021-03-29 00:38:01,54.8318,99.1328,33.75,88,91,0.74
425,Sarai Naurang,PK,2021-03-29 00:38:01,32.8259,70.7814,70.54,49,0,2.19
426,Fonte Boa,BR,2021-03-29 00:38:02,-2.4959,-66.2662,73.49,97,54,1.54
427,Prabumulih,ID,2021-03-29 00:38:03,-3.45,104.25,76.93,92,45,0.47
428,Bay Roberts,CA,2021-03-29 00:38:03,47.5999,-53.2648,26.01,86,75,4.61
429,Faya,SA,2021-03-29 00:38:04,18.3851,42.4509,59.0,62,0,6.33
430,Fuzhou,CN,2021-03-29 00:36:57,26.0614,119.3061,66.2,77,75,2.24
431,Fortuna,US,2021-03-29 00:33:49,40.5982,-124.1573,51.01,87,90,12.66
432,Prieska,ZA,2021-03-29 00:38:05,-29.6641,22.7474,66.0,31,6,2.89
433,Katsuura,JP,2021-03-29 00:35:19,35.1333,140.3,66.99,88,20,5.75
434,Lagoa Formosa,BR,2021-03-29 00:38:05,-18.7786,-46.4075,73.0,61,5,3.04
435,Ust-Nera,RU,2021-03-29 00:38:05,64.5667,143.2,10.08,91,98,6.02
436,Searcy,US,2021-03-29 00:35:16,35.2506,-91.7363,50.45,56,0,4.7
437,Waingapu,ID,2021-03-29 00:37:11,-9.6567,120.2641,83.73,77,100,10.49
438,Mount Vernon,US,2021-03-29 00:38:06,40.9126,-73.8371,59.0,82,90,12.66
439,Nador,MA,2021-03-29 00:38:07,35.174,-2.9287,60.8,88,90,9.22
440,Mehamn,NO,2021-03-29 00:38:07,71.0357,27.8492,26.19,82,99,7.94
441,Ruteng,ID,2021-03-29 00:38:07,-8.6136,120.4721,71.22,74,95,1.03
442,Snezhnogorsk,RU,2021-03-29 00:38:08,69.1933,33.2531,37.4,81,75,4.47
443,Inhambane,MZ,2021-03-29 00:38:08,-23.865,35.3833,72.07,78,7,13.18
444,Cernay,FR,2021-03-29 00:38:09,47.8097,7.177,46.0,75,0,5.75
445,Peniche,PT,2021-03-29 00:38:10,39.3558,-9.3811,57.99,81,76,1.01
446,Westport,US,2021-03-29 00:38:10,41.1415,-73.3579,57.0,100,90,4.61
447,El Retorno,CO,2021-03-29 00:38:12,2.3302,-72.6276,71.04,98,100,0.65
448,Compiegne,FR,2021-03-29 00:36:29,49.4179,2.8261,50.0,61,0,6.91
449,Pangai,TO,2021-03-29 00:38:12,-19.8,-174.35,86.0,74,20,18.41
450,Kashi,CN,2021-03-29 00:38:12,39.4547,75.9797,51.8,43,40,6.71
451,Mancio Lima,BR,2021-03-29 00:37:37,-7.6142,-72.8958,72.55,98,100,2.62
452,Wajir,KE,2021-03-29 00:38:13,1.7471,40.0573,79.81,57,100,14.47
453,Saint George,US,2021-03-29 00:35:11,37.1041,-113.5841,75.0,16,1,8.05
454,Akdepe,TM,2021-03-29 00:38:13,42.0551,59.3788,44.6,65,0,9.22
455,Pucara,PE,2021-03-29 00:38:14,-15.9803,-71.4606,53.6,82,40,6.91
456,Kabinda,CD,2021-03-29 00:38:14,-6.1333,24.4833,65.37,93,100,1.86
457,Wukari,NG,2021-03-29 00:38:15,7.85,9.7833,81.54,22,3,5.5
458,Richards Bay,ZA,2021-03-29 00:38:15,-28.783,32.0377,67.59,79,100,4.68
459,Eganville,CA,2021-03-29 00:38:16,45.5334,-77.0994,39.2,87,90,10.36
460,Henties Bay,NA,2021-03-29 00:38:16,-22.116,14.2845,60.01,90,0,3.0
461,Kodinsk,RU,2021-03-29 00:35:25,58.6881,99.1844,28.51,95,100,3.58
462,Farah,AF,2021-03-29 00:38:16,32.5,62.5,50.95,45,0,6.62
463,Tocopilla,CL,2021-03-29 00:38:17,-22.092,-70.1979,68.05,72,1,4.79
464,Chimbote,PE,2021-03-29 00:38:17,-9.0853,-78.5783,69.78,83,54,6.31
465,Marfino,RU,2021-03-29 00:38:18,55.7028,37.3822,33.8,69,0,6.71
466,Ketchikan,US,2021-03-29 00:38:18,55.3422,-131.6461,42.8,56,20,10.36
467,Port Blair,IN,2021-03-29 00:38:18,11.6667,92.75,82.31,73,100,4.34
468,Victoria Point,AU,2021-03-29 00:38:19,-27.5833,153.3,81.0,72,1,7.31
469,Lahaina,US,2021-03-29 00:38:19,20.8783,-156.6825,77.0,61,40,18.41
470,Ibiruba,BR,2021-03-29 00:38:20,-28.6275,-53.0897,62.49,93,59,5.23
471,Cabedelo,BR,2021-03-29 00:38:20,-6.9811,-34.8339,77.0,100,0,3.44
472,Angouleme,FR,2021-03-29 00:38:20,45.65,0.15,50.0,53,0,1.14
473,Uchiza,PE,2021-03-29 00:38:21,-8.4592,-76.4633,71.67,97,100,2.57
474,Beira,MZ,2021-03-29 00:37:01,-19.8436,34.8389,78.8,78,40,13.8
475,Port Macquarie,AU,2021-03-29 00:38:22,-31.4333,152.9167,75.99,63,20,1.01
476,Matara,LK,2021-03-29 00:38:22,5.9485,80.5353,74.37,86,34,5.23
477,Urumqi,CN,2021-03-29 00:38:22,43.801,87.6005,50.0,76,75,4.47
478,Berwick,US,2021-03-29 00:35:43,41.0545,-76.2333,51.01,72,49,4.0
479,Tezu,IN,2021-03-29 00:37:45,27.9167,96.1667,77.72,18,0,1.16
480,Dogondoutchi,NE,2021-03-29 00:38:23,13.6393,4.0287,74.28,15,0,12.44
481,Tiznit,MA,2021-03-29 00:34:40,29.5833,-9.5,62.24,53,56,2.3
482,Inongo,CD,2021-03-29 00:38:24,-1.95,18.2667,72.55,86,89,5.44
483,Sioux City,US,2021-03-29 00:36:44,42.5,-96.4003,55.4,44,1,11.5
484,Divnomorskoye,RU,2021-03-29 00:38:24,44.5011,38.1353,44.31,81,53,7.99
485,Nokaneng,BW,2021-03-29 00:38:25,-19.6667,22.2667,72.73,52,42,5.17
486,Bathsheba,BB,2021-03-29 00:38:06,13.2167,-59.5167,78.8,69,40,21.85
487,Bad Wildbad,DE,2021-03-29 00:38:26,48.75,8.55,50.0,70,100,3.44
488,Umba,RU,2021-03-29 00:38:26,66.6871,34.3429,33.71,98,100,6.31
489,Brattvag,NO,2021-03-29 00:38:27,62.6002,6.4434,42.8,70,90,8.05
490,Ogulin,HR,2021-03-29 00:38:27,45.2661,15.2286,46.4,87,0,3.44
491,Maryborough,AU,2021-03-29 00:38:28,-25.5333,152.7,80.01,69,100,3.0
492,Minot,US,2021-03-29 00:38:04,48.2325,-101.2963,60.8,27,1,9.22
493,Lafiagi,NG,2021-03-29 00:38:20,8.8667,5.4167,80.15,20,29,1.59
494,Wuxue,CN,2021-03-29 00:38:29,29.8506,115.5525,68.38,77,11,6.67
495,Husavik,IS,2021-03-29 00:38:29,66.0449,-17.3389,32.0,64,75,21.85
496,Ulaangom,MN,2021-03-29 00:38:30,49.9811,92.0667,22.5,88,100,3.38
497,Barela,IN,2021-03-29 00:38:30,23.1,80.05,76.5,20,0,4.18
498,Edd,ER,2021-03-29 00:38:31,13.9297,41.6925,77.04,76,1,4.97
499,Gimli,CA,2021-03-29 00:38:31,50.6336,-96.9907,37.4,48,100,19.57
500,Mangaratiba,BR,2021-03-29 00:38:32,-22.9597,-44.0406,78.8,83,0,1.14
501,Mumford,GH,2021-03-29 00:38:32,5.2618,-0.759,79.41,87,15,6.15
502,Buea,CM,2021-03-29 00:38:32,4.1527,9.241,80.6,100,75,1.14
503,Yumen,CN,2021-03-29 00:38:33,40.2833,97.2,45.84,46,88,12.91
504,Carmarthen,GB,2021-03-29 00:38:34,51.8555,-4.3054,50.0,93,90,27.63
505,Goderich,CA,2021-03-29 00:38:34,43.7501,-81.7165,35.6,87,100,21.85
506,Takoradi,GH,2021-03-29 00:38:34,4.8845,-1.7554,79.21,87,74,7.05
507,Kutum,SD,2021-03-29 00:38:35,14.2,24.6667,61.74,13,9,13.87
508,Puerto Carreno,CO,2021-03-29 00:38:35,6.189,-67.4859,75.61,84,100,14.5
509,Galesong,ID,2021-03-29 00:38:35,-5.3166,119.3661,77.0,94,20,2.3
510,Udachnyy,RU,2021-03-29 00:38:36,66.4167,112.4,16.2,94,100,4.88
511,Batemans Bay,AU,2021-03-29 00:38:36,-35.7167,150.1833,71.01,60,0,1.99
512,Abu Kamal,SY,2021-03-29 00:38:37,34.4506,40.9171,51.87,34,0,8.5
513,Saint-Francois,FR,2021-03-29 00:38:37,46.4154,3.9054,37.99,87,0,1.14
514,Zyryanka,RU,2021-03-29 00:38:38,65.75,150.85,6.87,75,96,2.15
515,Zhigansk,RU,2021-03-29 00:38:38,66.7697,123.3711,12.2,94,100,4.61
516,Aksarka,RU,2021-03-29 00:38:38,66.5606,67.7975,-21.12,100,84,2.17
517,Nakamura,JP,2021-03-29 00:38:38,32.9833,132.9333,67.84,47,1,4.43
518,Svolvaer,NO,2021-03-29 00:38:39,68.2342,14.5683,34.29,72,100,6.91
519,Griffith,US,2021-03-29 00:33:47,41.5284,-87.4237,44.6,42,1,14.97
520,Darnah,LY,2021-03-29 00:38:39,32.767,22.6367,56.37,72,4,11.7
521,Necochea,AR,2021-03-29 00:38:40,-38.5473,-58.7368,59.0,96,0,7.96
522,Touros,BR,2021-03-29 00:38:40,-5.1989,-35.4608,77.0,94,20,3.44
523,Hambantota,LK,2021-03-29 00:38:41,6.1241,81.1185,73.4,100,75,1.14
524,Grand-Lahou,CI,2021-03-29 00:38:41,5.1367,-5.0242,77.83,91,19,8.14
525,Evensk,RU,2021-03-29 00:38:42,61.95,159.2333,2.21,85,45,1.34
526,Ust-Kuyga,RU,2021-03-29 00:38:42,70.0167,135.6,10.56,92,100,5.26
527,Hammerfest,NO,2021-03-29 00:38:43,70.6634,23.6821,33.8,60,0,6.91
528,Vao,NC,2021-03-29 00:38:43,-22.6667,167.4833,77.7,80,18,13.09
529,Zhezkazgan,KZ,2021-03-29 00:38:44,47.8043,67.7144,20.86,80,100,9.26
530,Anadyr,RU,2021-03-29 00:38:45,64.75,177.4833,12.2,85,40,26.84
531,Salalah,OM,2021-03-29 00:37:16,17.0151,54.0924,75.2,50,0,4.61
532,Guarapari,BR,2021-03-29 00:38:46,-20.6667,-40.4975,75.2,88,0,3.44
533,Sennoy,RU,2021-03-29 00:38:46,52.1509,46.9631,31.73,97,100,13.53
534,Morondava,MG,2021-03-29 00:38:46,-20.2833,44.2833,74.35,85,9,6.76
535,Candido Mendes,BR,2021-03-29 00:38:47,-1.4467,-45.7167,74.12,96,100,2.93
536,Manga,BF,2021-03-29 00:38:47,11.6636,-1.0731,79.72,13,0,9.28
537,Olafsvik,IS,2021-03-29 00:38:47,64.8945,-23.7142,29.39,64,100,16.26
538,Handlova,SK,2021-03-29 00:38:48,48.7276,18.7601,35.01,100,95,0.72
539,Tiarei,PF,2021-03-29 00:38:48,-17.5333,-149.3333,86.0,58,40,16.11
540,Sept-Iles,CA,2021-03-29 00:35:28,50.2001,-66.3821,27.0,93,100,11.5
541,San Ramon,US,2021-03-29 00:35:18,37.7799,-121.978,78.8,17,1,12.66
542,Saquena,PE,2021-03-29 00:38:49,-4.6667,-73.5167,71.78,98,100,2.82
543,Najran,SA,2021-03-29 00:38:49,17.4924,44.1277,69.8,28,4,6.91
544,Nouakchott,MR,2021-03-29 00:37:56,18.0858,-15.9785,69.8,64,0,19.57
545,Chapais,CA,2021-03-29 00:38:50,49.7834,-74.8492,30.2,93,90,10.36
546,Asau,RO,2021-03-29 00:38:50,46.4333,26.4,37.0,43,52,5.03
547,Takab,IR,2021-03-29 00:38:50,36.4009,47.1133,34.7,43,0,1.59
548,Idritsa,RU,2021-03-29 00:38:51,56.3316,28.8988,31.55,95,85,3.36
549,Japura,ID,2021-03-29 00:38:51,-0.3167,102.35,77.16,92,95,1.74
550,Kama,RU,2021-03-29 00:38:52,56.3051,54.0936,19.49,96,47,3.69
551,Masindi,UG,2021-03-29 00:38:52,1.6744,31.715,64.31,81,14,2.15
552,Arua,UG,2021-03-29 00:38:53,3.0201,30.9111,68.74,71,100,3.24
553,Aloleng,PH,2021-03-29 00:38:53,16.1307,119.7824,84.63,65,97,4.05
554,Svetlyy,RU,2021-03-29 00:38:54,54.675,20.1347,42.01,75,0,6.71
555,Bhag,PK,2021-03-29 00:38:54,29.0415,67.8239,84.15,18,55,2.19
556,Phalombe,MW,2021-03-29 00:38:54,-15.8064,35.6507,65.3,96,99,4.29
557,Ovsyanka,RU,2021-03-29 00:38:55,55.9575,92.5519,33.8,80,75,4.47
558,Granville,AU,2021-03-29 00:34:26,-33.8333,151.0167,75.0,60,75,6.91
559,Burayevo,RU,2021-03-29 00:38:56,55.8407,55.4083,13.53,97,48,3.44
560,Bollnas,SE,2021-03-29 00:38:56,61.3482,16.3946,39.99,94,100,1.99
561,Tancanhuitz,MX,2021-03-29 00:38:57,21.6,-98.9667,62.94,85,100,10.78
562,Nhulunbuy,AU,2021-03-29 00:38:57,-12.2333,136.7667,78.8,89,75,4.61
563,Sakakah,SA,2021-03-29 00:38:58,29.9697,40.2064,50.0,27,0,5.75
564,Kedrovyy,RU,2021-03-29 00:38:58,56.1667,91.8167,33.8,80,75,4.47
565,Pemba,MZ,2021-03-29 00:38:58,-12.974,40.5178,77.0,94,75,8.05
566,Burgeo,CA,2021-03-29 00:38:59,47.6167,-57.6152,19.9,82,100,9.15
567,Shelburne,CA,2021-03-29 00:36:03,44.0787,-80.2041,36.0,100,100,25.1
568,Aabybro,DK,2021-03-29 00:38:59,57.1584,9.7367,46.4,93,90,14.97
569,Astana,KZ,2021-03-29 00:39:00,51.1801,71.446,17.6,86,0,13.42
570,Portland,US,2021-03-29 00:39:00,45.5234,-122.6762,46.4,81,90,19.57
571,Aleksandrov Gay,RU,2021-03-29 00:39:01,50.147,48.5704,32.52,99,100,1.86
572,Gizo,SB,2021-03-29 00:39:01,-8.103,156.8419,85.06,67,100,5.53
573,Ilhabela,BR,2021-03-29 00:38:33,-23.7781,-45.3581,78.06,84,87,5.68
574,Oranjestad,AW,2021-03-29 00:39:00,12.524,-70.027,80.6,74,20,17.27
575,Mengcheng,CN,2021-03-29 00:39:02,33.2579,116.5655,62.31,75,5,14.76
576,Brae,GB,2021-03-29 00:39:03,60.3964,-1.353,48.2,87,90,27.63
577,Dudhani,IN,2021-03-29 00:39:03,17.3667,76.3667,81.05,24,7,7.94
578,Klyuchi,RU,2021-03-29 00:39:03,52.2667,79.1667,26.06,94,94,13.62
579,Kemi,FI,2021-03-29 00:39:04,65.8596,24.8228,32.0,100,75,6.91
580,Saint-Jean-De-Luz,FR,2021-03-29 00:39:04,43.3891,-1.6581,54.0,87,0,3.44
581,Pangody,RU,2021-03-29 00:39:05,65.85,74.4859,-13.97,99,48,8.25
582,Royal Tunbridge Wells,GB,2021-03-29 00:35:13,51.1325,0.2633,48.0,92,89,8.99
583,Mandali,IQ,2021-03-29 00:39:06,33.7499,45.5541,52.25,42,0,10.92
584,Fukue,JP,2021-03-29 00:39:06,32.6881,128.8419,62.6,82,75,5.75
585,Arvika,SE,2021-03-29 00:39:06,59.6553,12.5852,41.0,100,90,11.5
586,Sai Buri,TH,2021-03-29 00:39:07,6.7013,101.6168,77.0,94,40,5.06
587,Acopiara,BR,2021-03-29 00:39:07,-6.0953,-39.4525,70.41,95,66,2.91
588,Banepa,NP,2021-03-29 00:37:10,27.6298,85.5214,53.6,82,20,2.3
589,Sesimbra,PT,2021-03-29 00:39:07,38.4445,-9.1015,64.99,82,0,3.44
