City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Abong Mbang,CM,3.9833,13.1833,68.38,83,94,2.68,overcast clouds
346,Kamariotissa,GR,40.4833,25.4667,46.4,81,75,5.75,broken clouds
347,Turukhansk,RU,65.8167,87.9833,8.01,75,90,9.62,overcast clouds
348,Kikwit,CD,-5.041,18.8162,70.36,94,100,1.81,overcast clouds
349,Onega,RU,63.9061,38.1404,32.36,98,100,10.07,light snow
350,Mayumba,GA,-3.432,10.6554,75.29,85,100,4.94,overcast clouds
351,Ariquemes,BR,-9.9133,-63.0408,69.69,98,94,1.59,moderate rain
352,Mount Gambier,AU,-37.8333,140.7667,86.0,19,72,17.27,broken clouds
353,Mirabela,BR,-16.2628,-44.1644,69.8,88,0,3.0,clear sky
354,Myanaung,MM,18.2833,95.3167,102.38,14,7,6.71,clear sky
355,Herrin,US,37.8031,-89.0276,39.2,48,1,3.44,clear sky
356,Grand Forks,US,47.9417,-97.4337,19.99,67,1,5.75,clear sky
357,Pemangkat,ID,1.1667,108.9667,84.78,66,48,7.43,scattered clouds
358,Idritsa,RU,56.3316,28.8988,42.78,96,100,3.78,light rain
359,Arman,RU,59.7,150.1667,29.95,68,40,6.11,scattered clouds
360,Kainantu,PG,-6.2887,145.8655,73.04,65,82,4.52,light rain
361,Hasanabad,IR,36.5465,61.0543,59.0,38,0,4.61,clear sky
362,Kodinsk,RU,58.6881,99.1844,17.74,71,100,7.85,overcast clouds
363,Dudinka,RU,69.4058,86.1778,-7.96,92,55,5.1,broken clouds
364,Goderich,CA,43.7501,-81.7165,30.2,64,79,14.97,broken clouds
365,Alekseyevsk,RU,57.8406,108.3492,23.4,71,88,12.95,overcast clouds
366,Dafeng,CN,23.4517,108.5881,94.46,38,1,10.45,clear sky
367,Poretskoye,RU,55.1974,46.3291,35.56,98,100,13.27,moderate rain
368,Buala,SB,-8.145,159.5921,82.96,75,96,3.51,light rain
369,Kuytun,RU,54.3419,101.5036,27.52,66,87,11.07,overcast clouds
370,Suba,PH,10.8438,121.0102,83.03,77,100,14.23,light rain
371,Shimorskoye,RU,55.3244,42.0267,35.11,99,100,7.92,light rain
372,Neiafu,TO,-18.65,-173.9833,82.4,78,40,9.22,scattered clouds
373,Chapais,CA,49.7834,-74.8492,10.4,79,90,10.36,light snow
374,Gao,ML,16.6362,1.637,70.86,9,0,11.92,clear sky
375,Korla,CN,41.7597,86.1469,51.55,35,75,4.97,broken clouds
376,Noshiro,JP,40.2039,140.0242,55.4,47,20,14.97,few clouds
377,Tiksi,RU,71.6872,128.8694,-3.48,96,100,10.76,overcast clouds
378,Puerto Leguizamo,CO,-0.1934,-74.7819,69.94,99,100,0.83,overcast clouds
379,Arauca,CO,7.0847,-70.7591,75.76,77,99,4.7,overcast clouds
380,Waipawa,NZ,-41.4122,175.5153,59.0,58,59,20.71,broken clouds
381,Keokuk,US,40.3973,-91.3849,30.99,59,1,5.75,clear sky
382,Bichura,RU,50.5881,107.6022,39.56,37,100,10.98,overcast clouds
383,Aviles,ES,43.5547,-5.9248,68.0,32,0,4.61,clear sky
384,Ghanzi,BW,-21.5667,21.7833,68.47,51,89,7.31,overcast clouds
385,Jiaozuo,CN,35.2397,113.2331,56.21,54,100,3.2,overcast clouds
386,Axim,GH,4.8699,-2.2405,78.39,88,15,6.22,few clouds
387,Manado,ID,1.487,124.8455,89.6,62,40,11.5,scattered clouds
388,Aitape,PG,-3.1374,142.3475,84.52,70,82,5.93,moderate rain
389,Sangar,RU,63.9242,127.4739,25.27,76,100,1.63,overcast clouds
390,Benguela,AO,-12.5763,13.4055,77.79,76,22,4.99,light rain
391,Shemysheyka,RU,52.892,45.3928,41.0,46,100,16.53,overcast clouds
392,Spokane,US,47.6166,-117.3677,46.4,56,1,3.44,clear sky
393,Shirokiy,RU,49.758,129.523,53.82,39,87,13.94,overcast clouds
394,Baie-Comeau,CA,49.2168,-68.1489,33.8,93,90,4.61,overcast clouds
395,Pacific Grove,US,36.6177,-121.9166,61.0,39,1,5.75,clear sky
396,Ulladulla,AU,-35.35,150.4667,75.2,53,20,9.22,few clouds
397,Ardakan,IR,32.31,54.0175,68.0,14,0,3.38,clear sky
398,Tumaco,CO,1.7986,-78.8156,76.48,90,100,2.64,moderate rain
399,Sisimiut,GL,66.9395,-53.6735,26.69,75,100,23.82,overcast clouds
400,Debre Birhan,ET,9.6833,39.5333,61.7,26,81,9.37,broken clouds
401,Aksarka,RU,66.5606,67.7975,21.96,94,100,9.51,light snow
402,Holme,DK,56.1138,10.1725,41.0,93,90,12.66,overcast clouds
403,Klaksvik,FO,62.2266,-6.589,41.0,81,75,19.57,broken clouds
404,Naustdal,NO,61.509,5.7168,39.2,70,75,8.05,broken clouds
405,Saint-Paul,RE,-21.0096,55.2707,86.0,58,0,4.61,clear sky
406,Basco,PH,20.4487,121.9702,81.09,76,5,11.23,clear sky
407,Eslov,SE,55.8393,13.3039,46.0,93,100,7.36,overcast clouds
408,Payson,US,40.0444,-111.7321,41.0,56,1,8.05,clear sky
409,Cayenne,GF,4.9333,-52.3333,79.0,88,0,2.3,clear sky
410,Mussomeli,IT,37.5778,13.7513,48.0,65,0,0.67,clear sky
411,Sao Felix Do Xingu,BR,-6.6447,-51.995,70.5,99,78,2.75,broken clouds
412,Miltenberg,DE,49.7039,9.2644,55.99,58,12,1.01,few clouds
413,Kodinar,IN,20.7903,70.7031,89.53,43,4,11.95,clear sky
414,Maragogi,BR,-9.0122,-35.2225,76.96,87,94,5.73,overcast clouds
415,Jiayuguan,CN,39.8167,98.3,39.79,31,100,4.74,overcast clouds
416,Chumphon,TH,10.3333,98.8333,89.01,70,75,11.5,broken clouds
417,Lumeje,AO,-11.55,20.7833,65.44,95,98,4.85,light rain
418,Maceio,BR,-9.6658,-35.7353,75.2,94,0,5.75,clear sky
419,Amahai,ID,-3.3333,128.9167,82.29,80,99,2.82,moderate rain
420,Luino,IT,46.0019,8.7451,55.0,93,0,1.14,clear sky
421,Bima,ID,-8.4667,118.7167,83.66,82,48,1.52,scattered clouds
422,Yuzawa,JP,39.1667,140.5,60.8,47,20,17.27,few clouds
423,Minab,IR,27.1467,57.0801,82.4,47,0,4.61,haze
424,Grand-Santi,GF,4.25,-54.3833,69.76,99,74,2.1,broken clouds
425,Zhangye,CN,38.9342,100.4517,46.35,42,99,9.26,overcast clouds
426,Jejuri,IN,18.2833,74.1667,92.77,13,54,8.99,broken clouds
427,San Carlos Del Zulia,VE,9.0,-71.9135,74.52,92,96,4.34,overcast clouds
428,Sarospatak,HU,48.3167,21.5833,50.0,93,0,3.44,clear sky
429,Gongzhuling,CN,43.5008,124.8198,64.99,19,100,9.51,overcast clouds
430,Francistown,BW,-21.17,27.5079,50.0,100,0,3.44,clear sky
431,Saint-Denis,FR,48.9167,2.3333,55.0,87,0,3.44,clear sky
432,Sakakah,SA,29.9697,40.2064,55.4,41,0,9.22,clear sky
433,Labuan,MY,5.2767,115.2417,87.8,70,20,4.61,few clouds
434,Mayo,US,38.8876,-76.5119,53.01,100,90,24.16,light rain
435,Kudahuvadhoo,MV,2.6708,72.8944,84.02,72,94,19.24,moderate rain
436,Kurchum,KZ,48.5722,83.6542,33.49,63,33,3.69,scattered clouds
437,Suzun,RU,53.7841,82.3116,25.59,71,61,7.25,broken clouds
438,Ilinskiy,RU,55.619,38.1182,41.0,100,90,4.47,drizzle
439,Yumen,CN,40.2833,97.2,43.27,39,100,5.03,overcast clouds
440,Teya,RU,60.3778,92.6267,18.09,67,75,6.42,broken clouds
441,Skibbereen,IE,51.55,-9.2667,44.6,100,40,6.91,fog
442,Yunyang,CN,33.4474,112.7142,52.32,76,100,13.49,overcast clouds
443,Jacareacanga,BR,-6.2222,-57.7528,72.54,99,100,1.63,overcast clouds
444,Kjollefjord,NO,70.9457,27.3465,33.26,97,100,7.87,light snow
445,Cabedelo,BR,-6.9811,-34.8339,75.2,100,20,7.34,few clouds
446,Guia De Isora,ES,28.2115,-16.7795,63.0,72,20,6.91,few clouds
447,Galle,LK,6.0367,80.217,85.37,70,63,12.68,broken clouds
448,Beitbridge,ZW,-22.2167,30.0,73.83,49,49,1.57,scattered clouds
449,Bertoua,CM,4.5833,13.6833,68.88,73,95,3.44,overcast clouds
450,Tubmanburg,LR,6.8708,-10.8172,74.52,96,75,2.08,broken clouds
451,Lar,IN,26.2039,83.9717,97.66,3,0,10.45,clear sky
452,Pismo Beach,US,35.1428,-120.6413,61.0,50,1,4.61,clear sky
453,Narsaq,GL,60.9167,-46.05,32.0,74,75,4.61,snow
454,Sitka,US,57.0531,-135.33,35.6,93,90,9.22,snow
455,Gweta,BW,-20.1833,25.2333,69.6,46,79,10.89,broken clouds
456,Constantine,DZ,36.365,6.6147,42.8,81,0,3.44,clear sky
457,Ilebo,CD,-4.3167,20.5833,71.94,91,100,1.39,overcast clouds
458,Kamenka,RU,51.3223,42.7678,39.99,83,85,11.74,overcast clouds
459,Linxia,CN,35.6003,103.2064,41.04,75,100,4.56,overcast clouds
460,Ostrovnoy,RU,68.0531,39.5131,31.96,98,100,13.2,light snow
461,Whitehorse,CA,60.7161,-135.0538,28.4,59,75,9.22,broken clouds
462,Requena,ES,39.4883,-1.1004,51.01,81,0,3.44,clear sky
463,Ahvaz,IR,31.3203,48.6693,77.0,27,40,9.22,scattered clouds
464,Inirida,CO,3.8653,-67.9239,72.46,98,99,1.45,overcast clouds
465,Nelson Bay,AU,-32.7167,152.15,75.0,68,40,10.36,scattered clouds
466,Sabha,LY,27.0377,14.4283,56.75,39,1,8.28,clear sky
467,Bacolod,PH,10.6667,122.95,87.67,61,90,17.18,overcast clouds
468,Magadi,IN,12.9667,77.2333,90.0,37,23,6.91,few clouds
469,Ayia Galini,GR,35.1,24.6833,48.0,97,97,16.71,overcast clouds
470,Hastings,GB,50.8552,0.5729,53.01,80,13,3.0,few clouds
471,Sao Joao Da Barra,BR,-21.6403,-41.0511,70.14,91,22,7.09,few clouds
472,Zhezkazgan,KZ,47.8043,67.7144,26.85,64,3,11.48,clear sky
473,Saint-Leu,RE,-21.15,55.2833,80.6,74,75,19.57,broken clouds
474,Aksu,CN,41.1231,80.2644,44.96,64,100,15.99,overcast clouds
475,Douglas,US,41.3,-96.167,32.0,34,1,4.61,clear sky
476,Ginda,IN,30.6945,78.4932,80.6,19,0,3.44,clear sky
477,Kurikka,FI,62.6167,22.4167,33.01,86,0,6.91,clear sky
478,Kharp,RU,66.8014,65.8081,17.94,92,100,9.98,light snow
479,Lakes Entrance,AU,-37.8811,147.981,80.01,44,66,5.99,broken clouds
480,Shubarkuduk,KZ,49.1447,56.4872,25.95,72,10,7.11,clear sky
481,Olafsvik,IS,64.8945,-23.7142,40.71,90,100,19.39,overcast clouds
482,Massaguet,TD,12.4755,15.4365,69.8,13,32,11.5,dust
483,Malanville,BJ,11.8685,3.3899,73.92,10,8,7.85,clear sky
484,Eyl,SO,7.9803,49.8164,82.38,47,45,8.37,scattered clouds
485,Wakkanai,JP,45.4094,141.6739,41.0,81,75,11.5,broken clouds
486,Quesnel,CA,52.9999,-122.5029,39.2,60,90,5.75,overcast clouds
487,Marsh Harbour,BS,26.5412,-77.0636,75.25,79,80,10.11,broken clouds
488,Avera,US,33.194,-82.5271,62.6,84,90,17.27,mist
489,Hanzhong,CN,33.0728,107.0303,49.98,83,100,1.86,overcast clouds
490,Henderson,US,36.0397,-114.9819,62.6,8,1,6.91,clear sky
491,Mangai,CD,-4.05,19.5333,69.4,97,78,1.21,light rain
492,Wajima,JP,37.4,136.9,59.0,31,0,9.22,clear sky
493,Baherden,TM,38.4362,57.4316,58.91,37,55,18.21,broken clouds
494,Imeni Zhelyabova,RU,58.9544,36.5956,36.09,87,96,6.96,overcast clouds
495,Balikpapan,ID,-1.2675,116.8289,82.69,73,73,6.67,broken clouds
496,Mahibadhoo,MV,3.7833,72.9667,84.29,72,88,13.02,overcast clouds
497,Port Hedland,AU,-20.3167,118.5667,95.0,43,0,17.27,clear sky
498,Bida,NG,9.0833,6.0167,74.39,22,41,1.72,scattered clouds
499,Santa Maria,BR,-29.6842,-53.8069,56.8,95,36,4.32,scattered clouds
500,Leningradskiy,RU,69.3833,178.4167,-4.38,94,100,3.71,overcast clouds
501,Santa Cruz De Tenerife,ES,28.4682,-16.2546,64.99,71,0,4.61,clear sky
502,Marica,BR,-22.9194,-42.8186,73.99,88,40,4.61,scattered clouds
503,Livramento,BR,-3.0254,-60.1803,77.0,100,75,3.44,light rain
504,General Pico,AR,-35.6566,-63.7568,56.77,78,2,7.63,clear sky
505,Mitsamiouli,KM,-11.3847,43.2844,80.6,83,20,5.75,moderate rain
506,Talara,PE,-4.5772,-81.2719,71.46,77,26,12.62,scattered clouds
507,Shingu,JP,33.7333,135.9833,66.2,48,75,9.22,broken clouds
508,General Roca,AR,-39.0333,-67.5833,64.4,59,0,16.11,light rain
509,Dibulla,CO,11.2725,-73.3091,77.72,77,84,14.07,broken clouds
510,Calvinia,ZA,-31.4707,19.776,57.92,79,50,1.07,scattered clouds
511,Rameshki,RU,57.3439,36.0453,36.84,95,100,4.7,overcast clouds
512,Baijiantan,CN,45.6333,85.1833,48.11,37,75,9.4,broken clouds
513,Acapulco,MX,16.8634,-99.8901,79.39,60,34,3.74,scattered clouds
514,Puerto Maldonado,PE,-12.6,-69.1833,70.84,99,99,1.36,overcast clouds
515,Jalu,LY,29.0331,21.5482,53.4,58,3,4.81,clear sky
516,Talnakh,RU,69.4865,88.3972,-5.17,82,12,7.14,few clouds
517,Nantucket,US,41.2835,-70.0995,50.0,100,100,18.92,light rain
518,Nishihara,JP,26.1842,127.7558,82.4,78,75,3.44,broken clouds
519,Tonj,SS,7.2737,28.6822,86.09,35,70,4.5,broken clouds
520,Griffith,US,41.5284,-87.4237,33.8,69,90,11.5,overcast clouds
521,Hayden,US,47.766,-116.7866,39.99,65,1,4.61,clear sky
522,Saint-Hyacinthe,CA,45.6168,-72.9491,41.0,81,100,3.44,overcast clouds
523,Ratnagiri,IN,16.9833,73.3,86.72,55,10,9.46,clear sky
524,Santo Antonio Da Platina,BR,-23.295,-50.0772,57.61,90,5,4.65,clear sky
525,Micheweni,TZ,-4.9667,39.8333,81.81,78,51,12.84,light rain
526,Pisco,PE,-13.7,-76.2167,68.0,77,0,6.91,clear sky
527,San Patricio,US,28.017,-97.5169,69.8,52,90,13.8,overcast clouds
528,Salta,AR,-24.7859,-65.4117,60.8,88,40,2.3,scattered clouds
529,Barysh,RU,53.6553,47.1123,37.74,91,100,18.84,light rain
530,Yarkovo,RU,57.4028,67.0786,34.38,69,99,14.65,overcast clouds
531,Palghar,IN,19.6833,72.75,87.8,62,20,4.61,haze
532,Labuhan,ID,-6.8844,112.2051,83.98,75,90,6.64,overcast clouds
533,Langsa,ID,4.4683,97.9683,88.52,58,93,3.96,overcast clouds
534,Luderitz,NA,-26.6481,15.1594,69.19,56,0,10.29,clear sky
535,Gizo,SB,-8.103,156.8419,84.38,68,58,2.77,broken clouds
536,Touros,BR,-5.1989,-35.4608,75.2,94,40,2.3,scattered clouds
537,Athabasca,CA,54.7169,-113.2854,35.6,69,96,1.14,overcast clouds
538,Asasa,ET,7.1,39.2,64.83,45,35,8.05,scattered clouds
539,Port-Gentil,GA,-0.7193,8.7815,77.0,94,20,3.44,few clouds
540,Nadym,RU,65.5333,72.5167,23.38,95,100,21.25,light snow
541,Lodja,CD,-3.4833,23.4333,69.73,99,100,1.32,overcast clouds
542,Bairiki,KI,1.3292,172.9752,84.2,79,40,8.05,light rain
543,Celestun,MX,20.8667,-90.4,79.68,74,89,13.53,overcast clouds
544,Necochea,AR,-38.5473,-58.7368,52.0,94,98,4.0,overcast clouds
545,Shimoda,JP,34.6667,138.95,66.2,68,75,11.5,broken clouds
546,Panorama,GR,40.5878,23.0315,51.01,76,40,4.61,scattered clouds
547,Wladyslawowo,PL,54.7909,18.4009,46.99,65,0,1.14,clear sky
548,Coihueco,CL,-36.6167,-71.8333,55.0,100,72,2.3,broken clouds
549,Brae,GB,60.3964,-1.353,37.4,65,90,3.44,overcast clouds
550,Nongstoin,IN,25.5167,91.2667,75.74,42,1,9.89,clear sky
551,Yulara,AU,-25.2406,130.9889,86.0,13,0,14.97,clear sky
552,Zhangjiakou,CN,40.81,114.8794,57.04,31,100,13.31,light rain
553,Mangalia,RO,43.8,28.5833,41.0,86,40,13.8,scattered clouds
554,Cockburn Town,TC,21.4612,-71.1419,76.98,71,1,21.56,clear sky
555,Yarim,YE,14.298,44.3779,64.4,14,12,6.78,few clouds
556,Port Hardy,CA,50.6996,-127.4199,44.6,75,75,13.8,broken clouds
557,Jumla,NP,29.2747,82.1838,63.95,10,0,12.24,clear sky
558,Bure,ET,10.7,37.0667,71.17,42,89,4.85,overcast clouds
559,Aksha,RU,50.2814,113.2867,32.65,89,100,3.33,snow
560,Tomatlan,MX,19.9333,-105.25,67.3,53,80,2.71,broken clouds
561,Ostersund,SE,63.1792,14.6357,34.0,86,20,12.66,few clouds
562,Yerbogachen,RU,61.2767,108.0108,10.38,70,100,12.48,overcast clouds
563,Pekalongan,ID,-6.8886,109.6753,85.21,71,84,9.57,broken clouds
564,Ponta Delgada,PT,37.7333,-25.6667,51.8,87,20,2.3,few clouds
565,Khani,GE,41.9563,42.9566,59.0,38,40,36.82,scattered clouds
566,Tornio,FI,65.8481,24.1466,33.8,69,0,9.22,clear sky
567,Ajdabiya,LY,30.7554,20.2263,54.7,56,2,3.85,clear sky
568,Kinsale,IE,51.7075,-8.5306,46.0,100,40,6.91,fog
569,Omboue,GA,-1.5746,9.2618,73.69,88,96,5.57,overcast clouds
570,Road Town,VG,18.4167,-64.6167,77.0,82,39,5.99,scattered clouds
571,Kashi,CN,39.4547,75.9797,48.2,49,40,8.95,scattered clouds
572,Ancud,CL,-41.8697,-73.8203,53.01,100,90,4.61,fog
573,Lexington,US,37.9887,-84.4777,37.99,48,1,9.22,clear sky
574,Pecos,US,31.4229,-103.4932,52.0,24,1,11.5,clear sky
575,Ukmerge,LT,55.25,24.75,39.99,93,90,4.61,mist
576,Jurilovca,RO,44.7667,28.8667,36.0,86,0,7.83,clear sky
577,Kaura Namoda,NG,12.5898,6.5779,69.75,11,19,11.25,few clouds
578,Carlsbad,US,33.1581,-117.3506,71.01,14,42,1.01,scattered clouds
579,Coquimbo,CL,-29.9533,-71.3436,55.4,94,0,4.61,clear sky
580,Bogense,DK,55.5669,10.0886,45.0,87,100,11.5,overcast clouds
581,Caborca,MX,30.5838,-111.101,71.01,13,19,1.01,few clouds
582,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,39.2,100,75,8.95,light rain
583,Cognac,FR,45.5,-0.25,51.8,58,0,9.22,clear sky
584,Caluquembe,AO,-13.7833,14.6833,60.17,91,96,2.57,overcast clouds
585,Terra Santa,BR,-2.1042,-56.4869,73.11,96,100,1.05,overcast clouds
586,Bayir,TR,37.2687,28.2167,46.4,93,75,2.3,broken clouds
587,Orocue,CO,4.7912,-71.3354,76.78,84,91,1.72,overcast clouds
588,Bay Roberts,CA,47.5999,-53.2648,28.0,83,9,1.01,clear sky
589,Isla Mujeres,MX,21.2311,-86.731,79.0,83,1,9.22,clear sky
590,Sri Aman,MY,1.2376,111.4621,89.6,70,40,3.44,scattered clouds
591,Abnub,EG,27.2696,31.1511,50.0,66,0,9.22,clear sky
592,Lagunas,PE,-5.2269,-75.6753,71.49,98,88,1.95,overcast clouds
593,North Bend,US,43.4065,-124.2243,48.2,87,1,3.44,clear sky
594,Manggar,ID,-2.8833,108.2667,84.49,71,100,6.69,moderate rain
595,Clyde River,CA,70.4692,-68.5914,-11.2,70,75,13.8,light snow
596,Kazuno,JP,40.1836,140.7872,55.4,47,20,14.97,few clouds
597,Igrim,RU,63.1906,64.4162,34.09,94,89,8.75,overcast clouds
598,Muros,ES,42.7762,-9.0603,61.0,80,100,8.68,light rain
599,Altay,CN,47.8667,88.1167,34.09,51,86,3.87,overcast clouds
600,Yola,NG,9.2,12.4833,77.47,14,99,2.89,overcast clouds
601,Iralaya,HN,15.0,-83.2333,78.67,81,5,12.95,clear sky
602,Shieli,KZ,44.1667,66.75,40.1,60,55,10.92,broken clouds
603,Bambanglipuro,ID,-7.95,110.2833,84.15,75,83,7.56,broken clouds
604,Jeremie,HT,18.65,-74.1167,75.81,82,1,6.67,clear sky
605,Kalininsk,RU,51.5,44.4758,35.17,95,91,11.72,overcast clouds
606,Shasta Lake,US,40.6804,-122.3708,62.6,39,1,4.54,clear sky
607,Bemidji,US,47.4736,-94.8803,19.0,67,1,1.41,clear sky
608,Zavitinsk,RU,50.1167,129.45,52.16,35,86,11.86,overcast clouds
609,Maamba,ZM,-17.3667,27.15,69.76,70,20,2.1,few clouds
610,Qiongshan,CN,20.0058,110.3542,91.4,55,0,11.18,clear sky
611,Antofagasta,CL,-23.65,-70.4,59.0,82,0,3.44,clear sky
612,Rio Do Sul,BR,-27.2142,-49.6431,60.01,97,4,1.28,clear sky
613,Lima,PE,-12.0432,-77.0282,68.0,83,0,8.05,clear sky
614,Sosua,DO,19.7667,-70.5167,70.0,100,40,5.75,scattered clouds
615,Craigieburn,AU,-37.6,144.95,84.2,26,0,5.75,clear sky
616,Djougou,BJ,9.7085,1.666,73.76,27,7,3.89,clear sky
617,Kropotkin,RU,45.4375,40.5756,45.18,73,14,15.9,few clouds
618,Dabola,GN,10.75,-11.1167,73.96,66,66,3.24,broken clouds
619,Sao Desiderio,BR,-12.3633,-44.9733,71.65,75,58,2.3,broken clouds
620,Shakiso,ET,5.75,38.9167,73.96,44,18,4.92,few clouds
621,Creel,MX,27.75,-107.6333,46.17,31,38,9.64,scattered clouds
622,Souillac,MU,-20.5167,57.5167,78.8,89,75,3.44,broken clouds
623,Cefalu,IT,38.0386,14.0229,59.0,55,0,1.99,clear sky
624,Yeppoon,AU,-23.1333,150.7333,82.4,44,40,13.8,scattered clouds
625,Harper,LR,4.375,-7.7169,78.13,89,68,4.74,broken clouds
626,Paidha,UG,2.4167,30.9855,68.32,76,72,4.45,broken clouds
627,Henties Bay,NA,-22.116,14.2845,69.28,76,72,6.31,broken clouds
628,Jutai,BR,-5.1833,-68.9,69.42,98,95,1.54,overcast clouds
629,Naze,JP,28.3667,129.4833,69.8,94,75,17.27,moderate rain
630,Mabaruma,GY,8.2,-59.7833,70.45,94,51,2.28,broken clouds
631,Porto Velho,BR,-8.7619,-63.9039,73.4,94,75,4.61,light rain
632,Choma,ZM,-16.8065,26.9531,63.7,70,12,5.21,few clouds
633,Bilma,NE,18.6853,12.9164,65.71,12,0,14.27,clear sky
634,Superior,US,46.7208,-92.1041,21.99,73,1,5.61,clear sky
635,Niono,ML,14.2526,-5.993,76.89,14,2,9.44,clear sky
636,Sao Raimundo Nonato,BR,-9.0153,-42.6994,70.57,95,100,1.28,overcast clouds
637,Lensk,RU,60.7253,114.9278,29.19,60,100,11.25,overcast clouds
638,Gornopravdinsk,RU,60.05,69.9,32.43,91,100,11.54,overcast clouds
639,Havre-Saint-Pierre,CA,50.2334,-63.5986,33.8,93,75,14.97,broken clouds
640,Dabat,ET,12.9842,37.765,65.01,28,43,6.08,scattered clouds
641,Qaqortoq,GL,60.7167,-46.0333,32.0,74,75,4.61,light rain
642,Bulgan,MN,48.8125,103.5347,38.68,43,100,8.39,overcast clouds
643,Boguchany,RU,58.3814,97.4531,19.67,67,83,7.76,broken clouds
644,Wuzhou,CN,23.4833,111.3167,94.17,38,16,7.2,few clouds
645,Kurilsk,RU,45.2333,147.8833,30.76,85,74,15.14,broken clouds
646,Popondetta,PG,-8.7537,148.2534,83.16,71,100,3.13,overcast clouds
647,Novyy Urengoy,RU,66.0833,76.6333,8.33,85,99,20.45,overcast clouds
648,Ericeira,PT,38.9627,-9.4156,61.0,95,87,10.0,overcast clouds
649,Puerto Narino,CO,-3.7703,-70.3831,75.2,100,75,1.79,broken clouds
650,Ibb,YE,13.9667,44.1833,72.41,19,11,2.01,few clouds
651,Svarstad,NO,59.399,9.9698,36.0,81,39,1.99,scattered clouds
652,Alpena,US,45.0617,-83.4327,23.0,63,75,9.22,broken clouds
653,Kichera,RU,55.9375,110.0997,25.41,89,100,10.67,light snow
654,Lucea,JM,18.451,-78.1736,75.2,78,20,3.44,few clouds
655,Summerville,US,33.0185,-80.1757,64.99,100,40,3.44,scattered clouds
656,Hambantota,LK,6.1241,81.1185,89.6,70,20,14.97,few clouds
657,Bonga,ET,7.2833,36.2333,67.35,83,52,1.9,light rain
658,Saint-Louis,SN,16.3333,-15.0,73.18,33,0,11.81,clear sky
659,Batticaloa,LK,7.7102,81.6924,85.75,68,39,5.84,scattered clouds
660,Pitimbu,BR,-7.4706,-34.8086,75.2,100,20,6.78,few clouds
661,Catamarca,AR,-28.4696,-65.7852,55.99,93,19,9.51,few clouds
662,Chukhloma,RU,58.7525,42.6825,35.08,84,100,7.63,overcast clouds
663,Trelew,AR,-43.249,-65.3051,59.14,84,100,7.81,overcast clouds
664,Severo-Yeniseyskiy,RU,60.3725,93.0408,14.04,71,69,6.62,broken clouds
665,Bardiyah,LY,31.7561,25.0865,55.35,69,42,30.38,scattered clouds
666,Vanavara,RU,60.34,102.2797,13.84,68,86,7.96,overcast clouds
667,Gazimurskiy Zavod,RU,51.5461,118.3266,38.48,47,100,0.81,overcast clouds
668,Takoradi,GH,4.8845,-1.7554,78.82,87,16,6.78,few clouds
669,Riverton,US,40.5219,-111.9391,39.99,60,1,4.61,clear sky
670,Rocha,UY,-34.4833,-54.3333,59.72,73,89,1.5,overcast clouds
671,Vuktyl,RU,63.8567,57.3094,32.95,95,100,8.1,overcast clouds
672,East Moline,US,41.5009,-90.4443,30.2,55,1,8.05,clear sky
673,Kings Mountain,US,35.2451,-81.3412,52.0,68,100,7.0,overcast clouds
674,Saint Anthony,US,45.0205,-93.218,27.0,46,1,3.44,clear sky
675,Margate,GB,51.3813,1.3862,46.99,80,24,10.0,few clouds
676,Bourail,NC,-21.5667,165.4833,75.07,79,100,12.08,light rain
677,Caninde,BR,-4.3589,-39.3117,70.9,96,92,1.66,overcast clouds
678,Orange Cove,US,36.6244,-119.3137,64.0,51,1,3.44,clear sky
679,Pangnirtung,CA,66.1451,-65.7125,4.98,98,100,2.55,light snow
680,Sioux Lookout,CA,50.1001,-91.917,10.4,79,1,4.61,clear sky
681,Tehri,IN,30.3833,78.4833,80.6,19,0,3.44,clear sky
682,Yilan,TW,24.757,121.753,86.0,99,100,3.91,overcast clouds
683,Beloha,MG,-25.1667,45.05,76.98,58,0,12.97,clear sky
684,Varnavino,RU,57.4035,45.0916,34.38,96,100,5.32,overcast clouds
685,Nouadhibou,MR,20.931,-17.0347,64.4,82,0,17.27,clear sky
686,Algodones,MX,20.3888,-105.4773,71.01,68,1,5.03,clear sky
687,Monrovia,LR,6.3005,-10.7969,75.2,94,42,3.44,mist
688,Stjordalshalsen,NO,63.4681,10.9262,37.4,87,75,18.41,broken clouds
689,Hofn,IS,64.2539,-15.2082,42.42,65,3,10.0,clear sky
690,Asfi,MA,32.2994,-9.2372,60.55,87,0,9.37,clear sky
691,La Ronge,CA,55.1001,-105.2842,35.6,75,90,4.61,overcast clouds
692,Vila Do Maio,CV,15.1333,-23.2167,68.0,77,75,14.97,broken clouds
693,Aberdeen,GB,57.1437,-2.0981,37.4,81,90,5.75,overcast clouds
694,Zhicheng,CN,30.2956,111.5047,54.0,95,100,3.27,moderate rain
